0.000024, 0.000000, 0.000000, 0.004755
0.000024, 0.000000, 0.000000, 0.004755
0.000189, 0.000000, 0.000000, 0.028304
0.000189, 0.000000, 0.000000, 0.028304
0.000189, 0.000000, 0.000000, 0.028304
0.000584, 0.000000, 0.000000, 0.050733
0.000584, 0.000000, 0.000000, 0.050733
0.001198, 0.000000, 0.000000, 0.072096
0.001198, 0.000000, 0.000000, 0.072096
0.001198, 0.000000, 0.000000, 0.072096
0.002021, 0.000000, 0.000000, 0.092443
0.002021, 0.000000, 0.000000, 0.092443
0.003042, 0.000000, 0.000000, 0.111822
0.003042, 0.000000, 0.000000, 0.111822
0.003042, 0.000000, 0.000000, 0.111822
0.004253, 0.000000, 0.000000, 0.130280
0.004253, 0.000000, 0.000000, 0.130280
0.005644, 0.000000, 0.000000, 0.147860
0.005644, 0.000000, 0.000000, 0.147860
0.005644, 0.000000, 0.000000, 0.147860
0.007206, 0.000000, 0.000000, 0.164604
0.007206, 0.000000, 0.000000, 0.164604
0.008932, 0.000000, 0.000000, 0.180552
0.008932, 0.000000, 0.000000, 0.180552
0.008932, 0.000000, 0.000000, 0.180552
0.010813, 0.000000, 0.000000, 0.195742
0.010813, 0.000000, 0.000000, 0.195742
0.012843, 0.000000, 0.000000, 0.210209
0.012843, 0.000000, 0.000000, 0.210209
0.012843, 0.000000, 0.000000, 0.210209
0.015014, 0.000000, 0.000000, 0.223989
0.015014, 0.000000, 0.000000, 0.223989
0.017319, 0.000000, 0.000000, 0.237113
0.017319, 0.000000, 0.000000, 0.237113
0.017319, 0.000000, 0.000000, 0.237113
0.019753, 0.000000, 0.000000, 0.249614
0.019753, 0.000000, 0.000000, 0.249614
0.022309, 0.000000, 0.000000, 0.261519
0.022309, 0.000000, 0.000000, 0.261519
0.022309, 0.000000, 0.000000, 0.261519
0.024981, 0.000000, 0.000000, 0.272859
0.024981, 0.000000, 0.000000, 0.272859
0.027763, 0.000000, 0.000000, 0.283660
0.027763, 0.000000, 0.000000, 0.283660
0.027763, 0.000000, 0.000000, 0.283660
0.030651, 0.000000, 0.000000, 0.293947
0.030651, 0.000000, 0.000000, 0.293947
0.033640, 0.000000, 0.000000, 0.303745
0.033640, 0.000000, 0.000000, 0.303745
0.033640, 0.000000, 0.000000, 0.303745
0.036724, 0.000000, 0.000000, 0.313077
0.036724, 0.000000, 0.000000, 0.313077
0.039899, 0.000000, 0.000000, 0.321965
0.039899, 0.000000, 0.000000, 0.321965
0.039899, 0.000000, 0.000000, 0.321965
0.043161, 0.000000, 0.000000, 0.330430
0.043161, 0.000000, 0.000000, 0.330430
0.046506, 0.000000, 0.000000, 0.338493
0.046506, 0.000000, 0.000000, 0.338493
0.046506, 0.000000, 0.000000, 0.338493
0.049929, 0.000000, 0.000000, 0.346173
0.049929, 0.000000, 0.000000, 0.346173
0.053427, 0.000000, 0.000000, 0.353487
0.053427, 0.000000, 0.000000, 0.353487
0.053427, 0.000000, 0.000000, 0.353487
0.056997, 0.000000, 0.000000, 0.360454
0.056997, 0.000000, 0.000000, 0.360454
0.060635, 0.000000, 0.000000, 0.367090
0.060635, 0.000000, 0.000000, 0.367090
0.060635, 0.000000, 0.000000, 0.367090
